Folder,Data_Source,Code,Name,Latitude,Longitude,COMID_v1,COMID_v2,Bias,Bias Corrected,Variability,Corrected Variability,Correlation,Corrected Correlation,KGE,Corrected KGE
Africa,GRDC,1134300,DOUNA,13.2167,-5.9,7042161,140632696,2.593878453,2.350589099,1.002372422,0.955918479,0.692456959,0.784974188,-0.623279666,-0.368309247
Africa,GRDC,1134310,KOUORO 2,12.02,-6.68,7045676,140597840,0.417045932,0.580604395,1.820999824,1.516989453,0.366814947,0.550128098,-0.189453432,0.196535317
Africa,GRDC,1134320,KOUORO 1,12.02,-6.68,7045676,140597840,0.341499441,0.965442923,4.020080737,3.299482027,0.154212601,0.327638307,-2.204663316,-1.396013779
Africa,GRDC,1134350,KLELA,11.68,-5.58,7046136,140593498,0.961892548,1.029424617,1.590253569,0.936920238,0.493976788,0.816244706,0.221597183,0.803503505
Africa,GRDC,1134400,KE-MACINA,13.95,-5.37,7041419,140622448,3.022280857,1.977606289,0.864382442,0.859194918,0.916551681,0.90967135,-1.028540265,0.008183791
Africa,GRDC,1134420,KARA,14.17,-5.02,7039566,140431694,0.000835987,0.444711911,6.068202966,1.331964707,0.044361248,0.722191858,-4.253404177,0.295924157
Africa,GRDC,1134450,BENENY-KEGNY,13.38,-4.92,7041724,140606476,3.717443032,3.647713052,1.011347969,0.830199964,0.696569533,0.779979054,-1.734354669,-1.662259506
Africa,GRDC,1134460,TILEMBEYA,14.15,-4.98,7039904,140623891,4.3845692,2.007108099,1.019761473,1.024370286,0.954254411,0.955073834,-2.384936017,-0.008404182
Africa,GRDC,1134480,SOFARA,14.02,-4.25,7040218,140679229,3.456760533,2.439021458,1.137789643,0.796794304,0.655658824,0.784152499,-1.484598388,-0.469239754
Africa,GRDC,1134500,NANTAKA (MOPTI),14.53,-4.22,7039063,140680647,0.83914346,1.563267895,1.432157058,0.934797073,0.660085554,0.845353115,0.427133192,0.412260429
Africa,GRDC,1134505,MOPTI,14.53,-4.22,7039063,140666091,0.89066011,0.998707207,1.257467951,1.053230498,0.898827209,0.973753203,0.702542623,0.940636278
Africa,GRDC,1134600,AKKA,15.4,-4.23,7036843,140632534,4.622933608,0.988934084,1.171917374,1.035745737,0.833192952,0.98846654,-2.630843993,0.960843482
Africa,GRDC,1134620,GOUNDAM,16.42,-3.65,7034167,140529084,0.003496835,0.277650761,2.612767584,2.531473328,-0.057341019,0.307885821,-1.17071598,-0.82926789
Africa,GRDC,1134630,TONKA,16.13,-3.75,7034867,140479603,7.17E-06,0.412438553,5.686232611,1.596744507,-0.007160946,0.770139827,-3.896441046,0.131571442
Africa,GRDC,1134650,SARAFERE,15.82,-3.7,7035658,140660169,0.025583852,0.702091942,4.414608082,1.522254771,-0.021696901,0.597296557,-2.69498305,0.276350002
Africa,GRDC,1134700,DIRE,16.2667,-3.3833,7034775,140504347,4.13732219,1.397618374,1.28955029,0.908930578,0.626825333,0.82740968,-2.172678557,0.557076271
Africa,GRDC,1134730,KORYOUME,16.6666,-3.0333,7033566,140556730,4.352046338,1.252657585,1.291605069,1.01879789,0.568506545,0.820533455,-2.392261012,0.689520602
Africa,GRDC,1134850,TOSSAYE,16.93,-0.58,7032840,140448965,4.890045685,1.643785781,1.308839209,0.786924241,0.499718091,0.757965802,-2.934224076,0.279970859
Africa,GRDC,1134900,ANSONGO,15.6667,0.5,7036338,140561171,4.044499918,1.266318483,1.338216077,0.94004297,0.433450302,0.800109177,-2.11518032,0.661655914
Africa,GRDC,1147010,KINSHASA,-4.3,15.3,7078330,130800352,1.539263648,1.074319864,1.845137733,0.924498503,0.532483802,0.781612196,-0.106180123,0.757271445
Africa,GRDC,1159100,VIOOLSDRIF (27811003),-28.757778,17.721389,7104378,120552054,2.349298052,1.953396966,0.581998426,0.623310934,0.491082977,0.435280892,-0.501441669,-0.170370923
Africa,GRDC,1159103,PELLA MISSION,-28.963403,19.151922,7104513,120533763,3.202757999,1.312583319,0.544368647,0.759098686,0.473314406,0.529492993,-1.310225194,0.385900156
Africa,GRDC,1159105,SENDELINGSDRIF,-28.07583,16.89833,7103974,120585290,6.151181856,0.773577683,0.936865405,1.033058967,0.279796572,0.403551501,-4.201668335,0.361164518
Africa,GRDC,1159110,HARDEHEUWEL (27814003),-31.806667,20.357778,7106039,120359226,0.49509659,2.310647374,0.710478238,0.452032455,0.20327291,0.408495321,0.013326619,-0.538812125
Africa,GRDC,1159120,BONEKRAAL (27814011),-31.815278,20.578056,7105928,120407484,0.734965666,4.43968219,0.329980655,0.243108089,0.258189003,0.172248154,-0.03414345,-2.617937541
Africa,GRDC,1159125,LEEUWENKUIL,-31.43716,20.474169,7105808,120429090,1.336603347,2.35096596,0.580412363,0.405584798,0.28653592,0.306982249,0.106475187,-0.630555752
Africa,GRDC,1159130,HOL PADS LEEGTE (27814016),-30.474444,20.519167,7105299,120425703,1.099928702,2.336369272,0.476280362,0.455148181,0.523209256,0.540405103,0.284739615,-0.514587008
Africa,GRDC,1159131,WINDHOEK (27814013),-31.366111,21.322222,7105717,120447390,0.683674805,2.182664505,0.160420096,0.23264557,0.152418444,0.150400305,-0.234240875,-0.646009657
Africa,GRDC,1159290,KAKAMAS SOUTH NEUSBERG,-28.77466,20.722429,7104373,120515447,2.371946726,1.164793716,0.646019962,0.805455172,0.444067163,0.381888229,-0.522038438,0.331369444
Africa,GRDC,1159300,UPINGTON,-28.457778,21.239167,7104190,120548707,1.944349175,1.378088236,0.719521595,0.75243627,0.514457954,0.499332087,-0.098278006,0.325532155
Africa,GRDC,1159301,PRIESKA (27815102),-29.651667,22.745833,7104884,120482224,2.04976013,1.304924953,0.675700029,0.805821715,0.535662813,0.548604628,-0.19280167,0.421690208
Africa,GRDC,1159302,MARKSDRIFT (27815208),-29.161944,23.695833,7104688,120523792,1.681941388,1.307505136,1.029323061,0.918471988,0.351037992,0.34410452,0.058163716,0.271024619
Africa,GRDC,1159303,VLUYTJESKRAAL (27815205),-29.814722,24.4375,7104961,120477242,4.00406827,0.596145873,4.004336253,2.544513802,0.080570454,0.035357672,-3.346931467,-0.865249544
Africa,GRDC,1159304,IRENE,-29.182852,23.575107,7104640,120498831,1.800805331,0.965528135,0.723003589,0.801777552,0.466993203,0.458755855,-0.001055661,0.422569768
Africa,GRDC,1159305,DE EERSTEPOORT,-30.534722,24.9625,7105409,120473960,2.915901724,1.676750565,0.593692908,0.597942515,0.30281607,0.375266587,-1.078901224,-0.00495442
Africa,GRDC,1159310,SHANNON VALLEY (27817207),-29.144167,26.318056,7104660,120447247,0.469160243,0.666081852,1.490423163,1.410504019,0.3015376,0.265133788,-0.005064898,0.094437617
Africa,GRDC,1159320,KROMDRAAI (27817212),-29.658056,25.972778,7104885,120448944,0.845420764,0.713495514,1.845612166,1.471054136,0.287310793,0.332810367,-0.116638071,0.134483492
Africa,GRDC,1159321,RIVIERA (27817208),-29.8125,26.2117,7104973,120433978,1.272189394,2.54063887,0.64740728,0.576191679,0.483097937,0.433059008,0.317653728,-0.695465632
Africa,GRDC,1159325,OS POORT (27817209),-29.9025,26.214444,7105005,120405697,2.846628358,2.882021406,0.50091099,0.835545996,0.261612824,0.152281717,-1.050449159,-1.070670418
Africa,GRDC,1159330,KLIPDRIFT,-29.0425,24.599167,7104559,120530440,0.9077478,0.660102236,0.739567204,1.72954079,0.256236547,0.657562932,0.206577172,0.125343839
Africa,GRDC,1159333,LIKATLONG,-29.160833,26.572222,7104638,120453905,0.609328956,0.382843219,2.066673778,1.757224478,0.307807391,0.367515546,-0.330243369,-0.163747389
Africa,GRDC,1159335,TWEERIVIERE,-29.028611,24.638333,7104564,120482183,1.780219517,1.40612414,0.55308832,0.656350835,0.311714459,0.436571234,-0.132346913,0.22509127
Africa,GRDC,1159337,GLEN,-28.948611,26.321111,7104509,120495491,0.356998702,0.714292106,1.039345885,1.271254849,0.311037954,0.474528085,0.056778144,0.343243632
Africa,GRDC,1159400,TAUNG (27817303),-27.573333,24.745833,7103626,120605224,4.04411295,1.960630411,1.034567958,0.883124444,0.204069502,0.230788145,-2.146636928,-0.236186701
Africa,GRDC,1159403,ESPAGSDRIF,-27.903208,24.615143,7103900,120543679,1.186744315,0.616752458,1.525212532,1.371876834,0.302648105,0.34316735,0.107239501,0.153477592
Africa,GRDC,1159405,LLOYDS,-28.386511,24.297076,7104138,120507102,4.683810269,0.247207738,7.542552519,3.010924729,0.094715684,0.234081343,-6.562737022,-1.279724949
Africa,GRDC,1159413,FIZANTKRAAL,-27.935,26.124444,7103865,120593602,0.009185222,0.628217558,1.843568617,1.655954513,0.147546578,0.174816829,-0.555634524,-0.117777157
Africa,GRDC,1159415,VAALKOPPIES,-28.144444,26.418056,7104129,120623567,0.247215761,0.349061168,1.646218715,2.070234935,0.320293744,0.430861308,-0.202615205,-0.375879003
Africa,GRDC,1159417,BLOUDRIF,-28.117222,26.719167,7103989,120565325,1.752622553,0.518288893,1.920100499,1.659502605,0.377720739,0.445596726,-0.341736604,0.012907164
Africa,GRDC,1159419,MOND VAN DOORN RIVER,-28.116667,26.725278,7103989,120588622,10.56963861,1.083443021,1.001654567,0.96035995,0.18093976,0.195003582,-8.604626257,0.189720231
Africa,GRDC,1159450,SCHMIDTSDRIF,-28.711492,24.072902,7104331,120547058,2.607241298,1.201505466,0.480281919,0.748282484,0.363019349,0.304807753,-0.805291063,0.23367212
Africa,GRDC,1159490,DE HOOP 65,-28.516227,24.600696,7104265,120588646,2.854462878,2.124045023,0.421775115,0.508016199,0.467177666,0.51444904,-1.014268161,-0.319577588
Africa,GRDC,1159500,DE HOOP 65,-28.498889,24.603056,7104265,120560357,137.5365984,6.757155618,0.29356611,0.227837626,0.048705419,0.066499872,-135.5417399,-4.883238736
Africa,GRDC,1159510,GROOTDRAAI (27817602),-27.398333,26.613056,7103518,120570270,4.338056129,1.203371611,2.485696811,2.737944289,0.077993674,0.090489114,-2.768289983,-0.972059942
Africa,GRDC,1159511,MOOIFONTEIN (27817603),-27.399722,26.625556,7103518,120570270,1.339429144,2.299322492,0.543323239,0.523000768,0.414416599,0.436721482,0.183499096,-0.494339284
Africa,GRDC,1159512,KLIPFONTEIN (27817604),-27.935556,27.996389,7103994,120575298,3.653049545,0.628190471,1.3126923,1.476861812,0.440079941,0.498010335,-1.729461272,0.214103609
Africa,GRDC,1159513,KROONSTAD,-27.671389,27.236944,7103697,120517040,0.79570006,0.956365787,1.143776838,1.072237498,0.389218616,0.420449215,0.340102929,0.41433686
Africa,GRDC,1159520,DANKBAAR (27817703),-27.355833,27.285556,7103537,120492060,1.85433425,2.290436532,0.880568696,0.810934936,0.409634245,0.360833147,-0.045314581,-0.452413959
Africa,GRDC,1159525,ARRIESRUST,-27.04628,27.00464,7103421,120538632,1.137667732,1.989887284,0.585886275,0.563647184,0.43921143,0.428668706,0.289418265,-0.223396936
Africa,GRDC,1159530,KLIPSPRUIT (27817465),-27.37,26.350556,7103497,120502045,2.721803761,1.510363451,1.242122209,0.860568747,0.225125389,0.402809062,-0.903591873,0.202159826
Africa,GRDC,1159535,KLIPPLAATDRIFT,-27.389722,26.463889,7103514,120546975,1.531160703,1.341070875,0.742550312,0.823166907,0.586492845,0.642365281,0.27930575,0.475117273
Africa,GRDC,1159540,LEEGTE (27817467),-27.560556,26.233333,7103772,120600233,5.556742809,1.746583402,0.613623447,0.453121695,0.104731176,0.183064135,-3.659903233,-0.234441924
Africa,GRDC,1159545,PILGRIMS ESTATE,-27.01011,26.69808,7103262,120615174,1.48793902,1.206894585,0.720021352,0.844123995,0.583089596,0.635317238,0.299795162,0.552678846
Africa,GRDC,1159546,BUFFELSFONTEIN,-26.91606,26.81722,7103198,120495360,1.908573313,0.176123529,8.114296135,4.618456468,0.146572676,0.239288067,-6.222676316,-2.788229441
Africa,GRDC,1159547,HOOGEKRAAL,-26.8805,26.96428,7103152,120545276,1.857672221,0.178725864,10.58339352,3.582629056,0.119299403,0.212205423,-8.661918367,-1.822248101
Africa,GRDC,1159548,WITRAND,-26.64428,27.09033,7103047,120640110,1.794906296,0.238799754,8.412032917,3.536032715,0.105557849,0.150680836,-6.508004712,-1.780688906
Africa,GRDC,1159549,BLAAUWBANK,-26.37022,27.24811,7102878,120560221,2.618097109,0.163584972,20.01967777,5.849161272,0.104254577,0.167350712,-18.10938881,-3.990717381
Africa,GRDC,1159550,DE VAAL,-26.97056,27.20967,7103238,120538625,1.462089964,1.557896763,0.616061479,0.674364559,0.533155537,0.576905044,0.239158574,0.227797578
Africa,GRDC,1159555,WOODLANDS,-26.73828,27.59197,7103080,120548596,1.120546828,0.965234302,0.811593846,1.138998232,0.470423535,0.447446549,0.425126407,0.429172111
Africa,GRDC,1159560,KAALPLAATS,-26.72867,27.718,7103062,120516979,0.464967192,0.077454861,17.51833464,8.732679683,0.127647125,0.202204715,-15.5500042,-6.828275796
Africa,GRDC,1159570,KOOKFONTEIN,-26.619944,27.980528,7103010,120578541,0.060056094,0.453669484,6.988590864,2.168205278,0.414202302,0.384607562,-5.090145649,-0.428946625
Africa,GRDC,1159580,UITVLUGT,-26.67075,28.03044,7103025,120621809,0.510502339,0.313931349,2.98550466,2.56203,0.453000088,0.532576502,-1.116848038,-0.768929801
Africa,GRDC,1159600,DIEP KLOOF,-31.04,26.34,7105560,120405766,0.422946452,1.225438209,1.727273075,1.012499909,0.153158752,0.304946355,-0.256605357,0.269193457
Africa,GRDC,1159601,DIEPKLOOF (27819101),-31.000833,26.353056,7105550,120404102,1.364704572,1.575117331,1.362611276,0.796866774,0.309780859,0.356318014,0.1392452,0.113236474
Africa,GRDC,1159650,ALIWAL NOORD (27819103),-30.678056,26.716389,7105402,120442352,1.292596378,1.321884347,0.675465653,0.738279235,0.669173746,0.655429414,0.451929573,0.460707704
Africa,GRDC,1159651,ORANJEDRAAI (27819109),-30.336389,27.358333,7105286,120512219,1.327354863,1.351294742,0.664465822,0.801260186,0.656226827,0.646506915,0.41868736,0.463471463
Africa,GRDC,1159653,MAGHALEEN,-30.159722,27.401389,7105227,120458959,0.54396462,0.782128931,1.289076118,1.248391487,0.528724337,0.529168301,0.283317351,0.424805579
Africa,GRDC,1159655,LESOTHO - MANTILANE,-30.061861,28.50975,7105099,120492233,2.118779838,1.345343468,0.64586164,0.757248781,0.577259359,0.551997148,-0.247313895,0.384454047
Africa,GRDC,1159660,ROODEWAL (27819111),-30.830556,26.920556,7105507,120375803,1.077799672,1.2337056,0.963479721,0.82847301,0.557892839,0.580255028,0.54961654,0.489876821
Africa,GRDC,1159670,THE POPLARS (27818012),-28.694722,28.234722,7104349,120502128,4.783871331,0.624490537,1.649793383,1.473139745,0.410618222,0.435540657,-2.88423539,0.173269739
Africa,GRDC,1159673,FICKSBURG,-28.883889,27.889444,7104482,120513790,0.539027627,0.536542506,1.500297401,1.509271463,0.525301827,0.553349103,0.170463157,0.179239807
Africa,GRDC,1159675,WILGERDRAAI,-29.616667,27.065556,7104870,120462252,0.972157634,0.741967552,1.447901867,1.350339272,0.440670266,0.465539141,0.282893989,0.310821678
Africa,GRDC,1159800,ELANDSFONTEIN ENGELBRECHTSDRIFT,-26.820222,28.063306,7103167,120638459,2.703326543,2.76270918,0.789327574,0.902047858,0.191872653,0.15608702,-0.897043487,-0.956764522
Africa,GRDC,1159805,FRANKFORT,-27.271667,28.491111,7103436,120606872,0.87790708,0.865541601,1.022788588,0.977124948,0.501614874,0.497790091,0.486371988,0.479599076
Africa,GRDC,1159810,SLABBERTS (27817822),-27.298333,28.495556,7103453,120606874,0.959122632,0.787538813,1.146902561,1.194246972,0.576870161,0.604261338,0.550233191,0.510632316
Africa,GRDC,1159811,FREDERIKSDAL,-27.430833,28.526389,7103650,120590241,0.302265104,0.402866984,2.833180223,2.607657383,0.293509753,0.286811953,-1.084829054,-0.857354918
Africa,GRDC,1159813,BALLINGTOMP,-27.301389,28.585556,7103463,120541977,1.070751481,1.148862317,0.947437847,0.933143378,0.624743654,0.633118297,0.614531613,0.598462976
Africa,GRDC,1159815,BAVARIA,-27.802778,28.7675,7103770,120616889,1.075641907,0.901879893,1.163814117,1.104401761,0.588496581,0.589412952,0.550676256,0.565133346
Africa,GRDC,1159820,C8H003 (27817803),-27.847778,28.945,7103808,120601916,1.380706083,1.994375455,0.798590477,0.686262152,0.486794154,0.460268314,0.330012569,-0.174105735
Africa,GRDC,1159825,VOORSPOED (27817812),-28.085,28.836667,7103956,120472139,1.088332929,0.865678486,1.19718881,1.160873882,0.332862661,0.398811871,0.298745151,0.363329095
Africa,GRDC,1159830,C8H005 (27817805),-28.375556,28.861667,7104258,120467167,2.051773473,2.044229165,0.538725024,0.597474792,0.392687486,0.394469269,-0.299165321,-0.272441967
Africa,GRDC,1159850,RIETFONTEIN (27817428),-26.248056,27.589444,7102972,120340564,17.21848773,0.710776142,2.490846165,2.622725878,0.206396662,0.184152712,-15.30618817,-0.839156468
Africa,GRDC,1159855,MIDDELVLEI (27817427),-26.233611,27.651944,7102797,120313938,551.0639207,5.286014407,0.662521133,0.425515174,0.041314938,0.054284835,-549.0648597,-3.426548259
Africa,GRDC,1159860,MIDDELVLEI (27817426),-26.232778,27.668611,7102797,120313938,57.31531855,0.74561128,2.002360882,1.687589659,0.06208763,0.055924185,-55.33204692,-0.195312638
Africa,GRDC,1159880,NOOITGEDACHT,-27.00231,28.76528,7103279,120520325,0.865160584,1.399583985,0.639596575,0.732610814,0.602296357,0.664832782,0.446610007,0.413910073
Africa,GRDC,1159890,GOEDGELUK,-26.84108,29.72336,7103147,120548604,0.543267898,0.737206288,1.42874813,1.326209407,0.450649848,0.504272634,0.166804488,0.350986338
Africa,GRDC,1159900,DELANGESDRIFT,-27.169444,29.233056,7103408,120536977,1.369064617,1.494347475,0.541561822,0.588541137,0.493138243,0.535243165,0.223286993,0.206478269
Africa,GRDC,1159910,ELANDSLAAGTE (27817908),-26.861389,28.884444,7103187,120528636,0.706576212,1.196326572,0.778389177,0.822226742,0.382763107,0.406453663,0.281536181,0.350042533
Africa,GRDC,1160091,CITRUSDAL,-32.596389,19.008333,7106385,120360942,0.064936813,0.632668553,1.627962925,1.537065563,0.704360374,0.734591383,-0.164509934,0.297281319
Africa,GRDC,1160095,VISGAT,-33.088833,19.218778,7106385,120246157,0.764754387,0.581067182,1.362394127,1.52135213,0.64796371,0.668333734,0.442685411,0.253464494
Africa,GRDC,1160101,SWARTE WATER (27694408),-34.062222,19.072222,7106685,120124745,1.332512041,0.933213341,1.011547067,1.108705863,0.434052699,0.448663937,0.343498713,0.43409464
Africa,GRDC,1160102,REENEN,-34.078889,20.144167,7106685,120182988,0.298055222,1.536134471,0.588250396,0.609795473,0.295800168,0.43921568,-0.076179173,0.131565317
Africa,GRDC,1160110,LEBANON FOREST RES. (27711209),-34.166111,19.1325,7106688,120078163,43.71465833,1.509637767,1.173449886,0.777056487,0.370684084,0.413002148,-41.71964606,0.191296753
Africa,GRDC,1160111,LEBANON FOREST RES. (27711208),-34.153611,19.135556,7106688,120094801,21.28128179,0.817525893,1.59786966,1.161780393,0.57793046,0.57128291,-19.29448156,0.506777901
Africa,GRDC,1160113,FARM 562-WELGEMOED,-34.329444,18.988333,7106696,120099801,0.130404457,0.645159275,1.671405885,1.501465327,0.645051935,0.705224164,-0.154543372,0.318624767
Africa,GRDC,1160115,HAGEDISBERG OUTSPAN (27711206),-34.405278,19.595833,7106706,120048223,0.237273993,0.48790796,5.119534106,1.73298232,0.263670237,0.585819598,-3.253762303,0.014582959
Africa,GRDC,1160120,KYKOEDY (27711108),-34.291667,20.022778,7106702,120074842,1.319788686,0.912187076,1.616785473,0.999585118,0.517075175,0.583212364,0.153888004,0.574061958
Africa,GRDC,1160200,BRUINTJIESHOOGTE (27713201),-30.823889,18.1175,7105467,120493944,13.77558487,5.394777965,0.366637726,0.343869152,0.143005189,0.129150441,-11.81995151,-3.528019435
Africa,GRDC,1160210,JONKERSHOEK (27711308),-33.986389,18.955556,7106666,0,1.522961565,0.900538246,1.459123992,1.202131707,0.441797674,0.480959773,0.107882589,0.434179689
Africa,GRDC,1160220,LEEUW (27712207),-32.780278,19.283056,7106272,120251128,0.279098739,0.723092466,1.281080912,1.386217227,0.691812484,0.755909615,0.167122667,0.465751327
Africa,GRDC,1160230,CLANWILLIAM (27712306),-32.211667,18.936667,7106053,120299347,0.106112276,0.573748607,1.428896674,1.732250206,0.669802747,0.723162201,-0.044996577,0.108641609
Africa,GRDC,1160235,MELKBOOM,-31.8625,18.68639,7105910,120354237,0.513157201,1.21269047,0.761473973,0.879722915,0.561747313,0.622860213,0.302880216,0.55062462
Africa,GRDC,1160240,MOUNTAIN VIEW (27711421),-33.184722,19.155278,7106474,120187923,0.670497187,0.36107075,3.430135347,2.58573138,0.480056228,0.544781457,-1.506884807,-0.769180183
Africa,GRDC,1160245,DRI-DAS-BOSCH (27711428),-33.134444,19.060556,7106436,120247823,0.130442703,1.625114569,0.495679632,0.61453735,0.26104446,0.223605435,-0.247607397,-0.06870866
Africa,GRDC,1160250,MALMESBURY (27711312),-33.463889,18.740278,7106584,120219555,2.497856628,1.419138127,0.684539966,0.747662563,0.570368403,0.597183717,-0.589865661,0.366271423
Africa,GRDC,1160255,KLIPPHEUWEL (27711313),-33.705,18.699722,7106587,120217908,1.746695235,0.894399562,0.819022146,1.098251065,0.638147264,0.67096401,0.15073905,0.640737691
Africa,GRDC,1160256,ADDERLEY,-33.722778,18.616667,7106643,120217909,1.266594404,0.91635045,0.703272345,1.093058177,0.642232355,0.72676518,0.464166476,0.69947656
Africa,GRDC,1160263,DALJOSAFAT,-33.707778,18.991111,7106644,120209597,0.361003232,0.942570395,1.090849989,1.085361425,0.663666109,0.677902474,0.272201211,0.661870515
Africa,GRDC,1160265,NIEUWKLOOF (27711408),-33.313889,19.074444,7106477,120256155,0.359159493,0.809834645,1.406447422,1.381931822,0.693909198,0.681025271,0.18172887,0.46729027
Africa,GRDC,1160266,DRIEHEUVELS,-33.130833,18.862778,7106416,120297743,0.413151894,0.834383623,1.206165039,1.183041439,0.800282624,0.824334926,0.346714647,0.697029422
Africa,GRDC,1160270,WATERVALSBERGE (27711412),-33.352222,19.100278,7106479,120221213,0.613395413,0.446865968,2.620258978,2.14885133,0.586276777,0.652839481,-0.716353451,-0.32149047
