Folder,Data_Source,Code,Name,Latitude,Longitude,COMID_v1,COMID_v2,Bias,Bias Corrected,Variability,Corrected Variability,Correlation,Corrected Correlation,KGE,Corrected KGE
Africa,GRDC,1159403,ESPAGSDRIF,-27.903208,24.615143,7103900,120543679,1.354673333,0.848208142,1.18584056,0.999397148,0.292884105,0.319234565,0.187385223,0.302516875
Africa,GRDC,1159405,LLOYDS,-28.386511,24.297076,7104138,120507102,4.863450715,0.345600827,6.12737316,2.261540227,0.111157346,0.326060206,-5.481222741,-0.572868992
Africa,GRDC,1159413,FIZANTKRAAL,-27.935,26.124444,7103865,120593602,1.31786692,1.19962378,0.692065522,0.690621805,0.301564533,0.281387061,0.173153507,0.192553979
Africa,GRDC,1159415,VAALKOPPIES,-28.144444,26.418056,7104129,120623567,0.226420765,0.371689091,1.240037868,1.571732639,0.365169715,0.466694102,-0.029102766,-0.003029406
Africa,GRDC,1159417,BLOUDRIF,-28.117222,26.719167,7103989,120565325,1.770223604,0.603844734,1.405140914,1.390479168,0.387517789,0.436855426,-0.064198299,0.208454179
Africa,GRDC,1159419,MOND VAN DOORN RIVER,-28.116667,26.725278,7103989,120588622,0.423817724,0.666667455,1.522833766,1.408812299,0.359344413,0.440396335,-0.007859486,0.230978321
Africa,GRDC,1159450,SCHMIDTSDRIF,-28.711492,24.072902,7104331,120547058,2.604426986,1.018146072,0.401849513,0.73255025,0.366017703,0.233411647,-0.825898001,0.187893879
Africa,GRDC,1159490,DE HOOP 65,-28.516227,24.600696,7104265,120588646,2.62413007,1.676848443,0.373020942,0.529767678,0.395830578,0.381502739,-0.842802733,-0.030427636
Africa,GRDC,1159500,DE HOOP 65,-28.498889,24.603056,7104265,120560357,115.776291,5.15593963,0.252738856,0.223300161,0.071510413,0.064654284,-113.7824789,-3.330123377
Africa,GRDC,1159510,GROOTDRAAI (27817602),-27.398333,26.613056,7103518,120570270,2.002299582,0.659877321,0.541627166,0.847155128,0.467733248,0.561861118,-0.223935457,0.424664731
Africa,GRDC,1159511,MOOIFONTEIN (27817603),-27.399722,26.625556,7103518,120570270,1.366172167,2.526848443,0.417696769,0.331962048,0.302700529,0.308197581,0.020517656,-0.804475398
Africa,GRDC,1159512,KLIPFONTEIN (27817604),-27.935556,27.996389,7103994,120575298,4.943454137,0.945876691,0.73147567,0.87745576,0.318431819,0.353364226,-3.010918976,0.339633248
Africa,GRDC,1159513,KROONSTAD,-27.671389,27.236944,7103697,120517040,0.821442965,1.06394664,0.813095759,0.766288868,0.376369326,0.38522895,0.324921466,0.339202369
Africa,GRDC,1159520,DANKBAAR (27817703),-27.355833,27.285556,7103537,120492060,1.366744789,2.17753328,0.483175875,0.478670023,0.24908056,0.212992824,0.017407041,-0.509221609
Africa,GRDC,1159525,ARRIESRUST,-27.04628,27.00464,7103421,120538632,1.187446812,2.425347717,0.43145393,0.428018716,0.445227677,0.373495659,0.183817868,-0.658700212
Africa,GRDC,1159530,KLIPSPRUIT (27817465),-27.37,26.350556,7103497,120502045,2.341495731,0.968767427,0.926106139,0.888468393,0.355531299,0.430992904,-0.490104361,0.419324662
Africa,GRDC,1159535,KLIPPLAATDRIFT,-27.389722,26.463889,7103514,120546975,1.471253227,1.207855069,0.576590764,0.705333106,0.534825393,0.546967617,0.214034098,0.420974398
Africa,GRDC,1159540,LEEGTE (27817467),-27.560556,26.233333,7103772,120600233,5.998224074,2.075658638,0.48878495,0.416681172,0.141501152,0.23739949,-4.097117322,-0.44182589
Africa,GRDC,1159545,PILGRIMS ESTATE,-27.01011,26.69808,7103262,120615174,1.547676909,1.200564027,0.587867554,0.787192872,0.537132488,0.574070171,0.17292716,0.483348259
Africa,GRDC,1159546,BUFFELSFONTEIN,-26.91606,26.81722,7103198,120495360,1.862419223,0.177843176,6.897425078,4.182799054,0.188057355,0.260014355,-5.015200771,-2.369529702
Africa,GRDC,1159547,HOOGEKRAAL,-26.8805,26.96428,7103152,120545276,1.775348982,0.273020143,6.237636536,2.62600518,0.173718133,0.300739011,-4.358800636,-0.913467661
Africa,GRDC,1159548,WITRAND,-26.64428,27.09033,7103047,120640110,1.894381923,0.418240793,4.686626307,2.152031575,0.243908157,0.247102154,-2.868178825,-0.494147146
Africa,GRDC,1159549,BLAAUWBANK,-26.37022,27.24811,7102878,120560221,2.621827193,0.241822307,12.45971148,3.853300559,0.113201153,0.181859652,-10.60783024,-2.063578157
Africa,GRDC,1159550,DE VAAL,-26.97056,27.20967,7103238,120538625,1.673621403,1.84628461,0.466907848,0.552791125,0.376874246,0.441507753,-0.06124396,-0.108199895
Africa,GRDC,1159555,WOODLANDS,-26.73828,27.59197,7103080,120548596,1.184392004,0.888800904,0.642695692,0.867959942,0.400556458,0.291469477,0.27819716,0.270743311
Africa,GRDC,1159560,KAALPLAATS,-26.72867,27.718,7103062,120516979,0.802085913,0.181415887,6.134098148,3.579496641,0.098376289,0.119136632,-4.216422059,-1.84601531
Africa,GRDC,1159570,KOOKFONTEIN,-26.619944,27.980528,7103010,120578541,0.057215805,0.49208802,5.762548223,2.080652242,0.499394659,0.501673207,-3.880708281,-0.293875357
Africa,GRDC,1159580,UITVLUGT,-26.67075,28.03044,7103025,120621809,0.774587247,0.620637974,1.686140588,1.593306937,0.433602709,0.491378296,0.082173379,0.131308624
Africa,GRDC,1159600,DIEP KLOOF,-31.04,26.34,7105560,120405766,0.667775994,1.763695273,1.019567206,0.835635535,0.127259223,0.496578917,0.065959246,0.070656719
Africa,GRDC,1159601,DIEPKLOOF (27819101),-31.000833,26.353056,7105550,120404102,1.396062603,1.718479428,0.89140768,0.598609072,0.317998006,0.350712801,0.203894104,-0.0482849
Africa,GRDC,1159650,ALIWAL NOORD (27819103),-30.678056,26.716389,7105402,120442352,1.450050484,1.3024324,0.572349712,0.729288103,0.525616771,0.466322912,0.218674425,0.329506509
Africa,GRDC,1159651,ORANJEDRAAI (27819109),-30.336389,27.358333,7105286,120512219,1.41449071,1.306119557,0.538929955,0.75825894,0.58699467,0.55270052,0.255042594,0.406514744
Africa,GRDC,1159653,MAGHALEEN,-30.159722,27.401389,7105227,120458959,0.609646059,1.097775342,0.907485018,0.888055511,0.46871536,0.459954711,0.33426838,0.439874567
Africa,GRDC,1159655,LESOTHO - MANTILANE,-30.061861,28.50975,7105099,120492233,2.217981411,1.337165377,0.570514377,0.814639881,0.516334907,0.473938765,-0.3790825,0.34824906
Africa,GRDC,1159660,ROODEWAL (27819111),-30.830556,26.920556,7105507,120375803,1.278900086,1.559223211,0.71864581,0.652449436,0.523085505,0.508961069,0.380005747,0.178634536
Africa,GRDC,1159670,THE POPLARS (27818012),-28.694722,28.234722,7104349,120502128,1.116350728,0.530315447,1.62989173,1.564770552,0.470030036,0.4882549,0.168634108,0.104761259
Africa,GRDC,1159673,FICKSBURG,-28.883889,27.889444,7104482,120513790,0.515463087,0.64916278,1.072669284,1.090840802,0.606295647,0.61849562,0.371462044,0.47380194
Africa,GRDC,1159675,WILGERDRAAI,-29.616667,27.065556,7104870,120462252,1.041946727,0.837892494,1.080223952,1.012126812,0.429198413,0.433879164,0.422064137,0.411001949
Africa,GRDC,1159800,ELANDSFONTEIN ENGELBRECHTSDRIFT,-26.820222,28.063306,7103167,120638459,1.87174047,2.125294206,0.531470012,0.569403791,0.241718081,0.196470726,-0.246773141,-0.448226308
Africa,GRDC,1159805,FRANKFORT,-27.271667,28.491111,7103436,120606872,1.444822652,1.647601116,0.615064128,0.547886013,0.317313339,0.315001799,0.098831928,-0.045474437
Africa,GRDC,1159810,SLABBERTS (27817822),-27.298333,28.495556,7103453,120606874,1.272843769,1.119161351,0.715433093,0.789864186,0.518992551,0.502903521,0.378075396,0.447314378
Africa,GRDC,1159811,FREDERIKSDAL,-27.430833,28.526389,7103650,120590241,0.32203512,0.518133251,2.179092395,2.182814231,0.243827045,0.211596429,-0.556178908,-0.500941458
Africa,GRDC,1159813,BALLINGTOMP,-27.301389,28.585556,7103463,120541977,1.123019772,1.362644779,0.741967166,0.825859323,0.554939096,0.544545942,0.471044411,0.392320307
Africa,GRDC,1159815,BAVARIA,-27.802778,28.7675,7103770,120616889,1.123873017,1.021567375,0.927642248,1.030054607,0.594558272,0.588073301,0.56992656,0.586415624
Africa,GRDC,1159820,C8H003 (27817803),-27.847778,28.945,7103808,120601916,1.236261077,2.288113542,0.552751731,0.487704605,0.402931259,0.414138991,0.217477545,-0.50496385
Africa,GRDC,1159825,VOORSPOED (27817812),-28.085,28.836667,7103956,120472139,1.084249706,0.971795461,0.882007516,0.925721521,0.34390778,0.374363874,0.328079439,0.369338958
Africa,GRDC,1159830,C8H005 (27817805),-28.375556,28.861667,7104258,120467167,2.094528451,2.111719119,0.540872755,0.577631791,0.337282511,0.356658368,-0.359406056,-0.352110483
Africa,GRDC,1159850,RIETFONTEIN (27817428),-26.248056,27.589444,7102972,120340564,1.243467559,0.445655288,1.667557048,1.847986278,0.212610866,0.201313052,-0.060608558,-0.290069622
Africa,GRDC,1159855,MIDDELVLEI (27817427),-26.233611,27.651944,7102797,120313938,18.98701168,2.429213493,0.785324605,0.540548055,0.081023298,0.102910678,-17.01175153,-0.748861501
Africa,GRDC,1159860,MIDDELVLEI (27817426),-26.232778,27.668611,7102797,120313938,2.938024004,0.557785327,1.967118112,1.679804251,0.125482087,0.127297042,-1.335815931,-0.191342978
Africa,GRDC,1159880,NOOITGEDACHT,-27.00231,28.76528,7103279,120520325,0.954423488,1.695623003,0.460488486,0.607047412,0.596043223,0.636192962,0.324477262,0.122128335
Africa,GRDC,1159890,GOEDGELUK,-26.84108,29.72336,7103147,120548604,0.535942581,0.913123244,1.012358988,0.999440029,0.546789389,0.557785263,0.35123048,0.549331877
Africa,GRDC,1159900,DELANGESDRIFT,-27.169444,29.233056,7103408,120536977,2.196244563,2.384783717,0.326972502,0.398142067,0.37912259,0.420388614,-0.506471316,-0.617346059
Africa,GRDC,1159910,ELANDSLAAGTE (27817908),-26.861389,28.884444,7103187,120528636,0.64773536,1.542723722,0.621630717,0.670024163,0.388472796,0.405989071,0.199238355,0.130355202
Africa,GRDC,1160091,CITRUSDAL,-32.596389,19.008333,7106385,120360942,0.065072377,0.726962412,1.459886062,1.478981787,0.70689123,0.72767223,-0.082357428,0.385072776
Africa,GRDC,1160095,VISGAT,-33.088833,19.218778,7106385,120246157,0.113329152,0.504228503,1.559815427,1.907965129,0.835346569,0.848957159,-0.061456196,-0.045468313
Africa,GRDC,1160101,SWARTE WATER (27694408),-34.062222,19.072222,7106685,120124745,0.065264482,0.840250163,1.152402739,1.23669385,0.644805325,0.650407082,-0.011494113,0.548603059
Africa,GRDC,1160102,REENEN,-34.078889,20.144167,7106685,120182988,0.28569023,1.711192977,0.578778039,0.679729715,0.380837479,0.508130088,-0.034905124,0.077880422
Africa,GRDC,1160110,LEBANON FOREST RES. (27711209),-34.166111,19.1325,7106688,120078163,3.739712153,1.789770041,1.06071996,0.738555273,0.271303565,0.306398154,-1.835614235,-0.083131379
Africa,GRDC,1160111,LEBANON FOREST RES. (27711208),-34.153611,19.135556,7106688,120094801,17.09583323,1.210107328,1.359571819,1.030414747,0.573708839,0.543129959,-15.10549171,0.496213953
Africa,GRDC,1160113,FARM 562-WELGEMOED,-34.329444,18.988333,7106696,120099801,0.11872196,0.964010698,1.165931722,1.131278095,0.690871701,0.74624091,0.051451306,0.712036732
Africa,GRDC,1160115,HAGEDISBERG OUTSPAN (27711206),-34.405278,19.595833,7106706,120048223,0.255334189,0.684313093,2.587555831,1.394006323,0.318174834,0.555103085,-0.881421336,0.327071719
Africa,GRDC,1160120,KYKOEDY (27711108),-34.291667,20.022778,7106702,120074842,1.000684734,1.414748568,0.972225498,0.763107923,0.489910273,0.554199878,0.48915421,0.346645594
Africa,GRDC,1160200,BRUINTJIESHOOGTE (27713201),-30.823889,18.1175,7105467,120493944,13.12871391,6.431272628,0.245186645,0.227907295,0.115682958,0.174148301,-11.18431209,-4.54769146
Africa,GRDC,1160220,LEEUW (27712207),-32.780278,19.283056,7106272,120251128,0.24442149,0.850403232,1.154787599,1.265606136,0.696602011,0.745116235,0.171200612,0.602644308
Africa,GRDC,1160230,CLANWILLIAM (27712306),-32.211667,18.936667,7106053,120299347,0.129692264,0.850136756,1.082346533,1.349682534,0.73646156,0.853093768,0.086945228,0.592178583
Africa,GRDC,1160235,MELKBOOM,-31.8625,18.68639,7105910,120354237,0.501337829,1.305489151,0.663258974,0.765886033,0.367272655,0.433907921,0.126843444,0.315461314
Africa,GRDC,1160240,MOUNTAIN VIEW (27711421),-33.184722,19.155278,7106474,120187923,0.150202348,0.403013676,3.083260674,2.523996307,0.557851237,0.603343724,-1.292951507,-0.684129928
Africa,GRDC,1160245,DRI-DAS-BOSCH (27711428),-33.134444,19.060556,7106436,120247823,0.101134495,2.48872511,0.409340024,0.49887458,0.275198495,0.234383496,-0.296987133,-0.747454655
Africa,GRDC,1160250,MALMESBURY (27711312),-33.463889,18.740278,7106584,120219555,0.945681884,1.699969621,0.621214482,0.688291793,0.591585156,0.618937801,0.440329015,0.144238424
Africa,GRDC,1160255,KLIPPHEUWEL (27711313),-33.705,18.699722,7106587,120217908,1.466145042,1.032931232,0.689834933,0.980543278,0.463458559,0.46695777,0.224519319,0.465587192
Africa,GRDC,1160256,ADDERLEY,-33.722778,18.616667,7106643,120217909,1.087704842,1.063679085,0.634413,0.973854266,0.685493701,0.786639653,0.509836552,0.775809762
Africa,GRDC,1160263,DALJOSAFAT,-33.707778,18.991111,7106644,120209597,0.123961181,1.024416981,1.064810547,1.111207349,0.740536119,0.763119485,0.084049169,0.737177547
Africa,GRDC,1160265,NIEUWKLOOF (27711408),-33.313889,19.074444,7106477,120256155,0.322353932,0.935436094,1.164000824,1.165005674,0.696351875,0.703171367,0.239537873,0.654308508
Africa,GRDC,1160266,DRIEHEUVELS,-33.130833,18.862778,7106416,120297743,0.387750467,1.076275539,0.976820621,1.012905289,0.804262321,0.828524433,0.35680484,0.81188202
Africa,GRDC,1160270,WATERVALSBERGE (27711412),-33.352222,19.100278,7106479,120221213,0.261744399,0.64212127,1.759421954,1.508874355,0.560833439,0.587553182,-0.146564567,0.253580096
Africa,GRDC,1160271,WATERVALSBERGE (27711411),-33.379444,19.149444,7106479,120221213,0.263687707,0.756311956,1.418504081,1.362523114,0.633667322,0.642334887,0.077231834,0.435437157
